ID	EXCLUDE	YEAR	TYPE	CITY	LOCATION	LATITUDE	LONGITUDE	STATIONTYPE	GROUNDLEVEL	CLOSEDOPEN	OCCUPANCY	TEMPERATURE	HUMIDITY	RAWPEREADS	CLEANPEREADS	PERCREADSREMOVEDRAW2CLEAN	COVERAGE	UNCLASSIFIED_FBAV2	UNCLASSIFIED_NCBINR	CLASSIFIEDREADS	CONTAMREADS	CONTAMPERC	CONTAMBACREADS	CONTAMBACPERC	CONTAMFUNGIREADS	CONTAMFUNGIPERC
SL470500	FALSE	2019	Sample	New York	FLUSHING - MAIN STREET (7)	40.759605	-73.829896	Station	Underground	CLOSED	10	NA	NA	54693824	37571578	31.31	0.4439396	64.47	20.37	5974496	3531653	59.11	3378440	56.55	153213	2.56
SL470501	FALSE	2019	Sample	New York	75TH AVE.	40.718379	-73.837326	Interchange	Underground	CLOSED	10	NA	NA	51775802	40973740	20.86	0.8513825	71.8	23.19	5016638	2759115	55	2566796	51.17	192319	3.83
SL470502	FALSE	2019	Sample	New York	BROADWAY JUNCTION	40.679322	-73.904077	Interchange	Aboveground	NA	10	NA	NA	55864716	45550510	18.46	0.5430241	68.78	20.54	6185766	3798382	61.41	3624591	58.6	173791	2.81
SL470503	FALSE	2019	Sample	New York	Flushing ave	40.69983	-73.950058	Interchange	Aboveground	NA	30	NA	NA	54069644	44462290	17.77	0.6125943	67.09	26.03	6517929	2750707	42.2	2540748	38.98	209959	3.22
SL470504	FALSE	2019	Sample	New York	Flushing ave	40.69983	-73.950058	Station	Underground	CLOSED	10	NA	NA	51351318	44079956	14.16	0.652428	72.8	23.88	5286994	2537312	47.99	2181264	41.26	356048	6.73
SL470505	FALSE	2019	Sample	New York	Ralph Ave	40.678782	-73.921531	Station	Underground	CLOSED	10	NA	NA	42520498	32767012	22.94	0.7255619	68.94	22.89	4387656	2593978	59.12	2294558	52.3	299420	6.82
SL470506	FALSE	2019	Sample	New York	Fulton street	40.7103	-74.007812	Interchange	Underground	CLOSED	50	NA	NA	56464164	39691736	29.7	0.4688063	62.43	17.61	6673769	4119467	61.73	3947074	59.14	172393	2.58
SL470507	FALSE	2019	Sample	New York	14TH STREET - 8TH AVE.	40.740462	-74.001982	Station	Underground	CLOSED	30	NA	NA	40735234	30530718	25.05	0.5127292	64.4	20.09	4834341	2691188	55.67	2456149	50.81	235039	4.86
SL335732	FALSE	2017	Negative	None	Lab control (filter blank lab)	NA	NA	None	NA	NA	NA	NA	NA	2621198	196658	92.5	NA	12.45	5.13	84726	78478	92.63	77813	91.84	555	0.66
SL335733	FALSE	2017	Negative	None	Lab control (filter blank lab)	NA	NA	None	NA	NA	NA	NA	NA	954146	145526	84.75	NA	7.69	3.01	66479	63813	95.99	63584	95.65	186	0.28
SL335734	FALSE	2017	Negative	None	Reagents blank	NA	NA	None	NA	NA	NA	NA	NA	1348274	86594	93.58	NA	28.58	8.28	30128	24843	82.46	24233	80.43	588	1.95
SL335735	FALSE	2017	Negative	None	Reagents blank	NA	NA	None	NA	NA	NA	NA	NA	1501358	84614	94.36	NA	23.54	7.93	31646	27179	85.88	26696	84.36	454	1.43
SL335736	FALSE	2017	Negative	Oslo	Grønland	NA	NA	None	NA	NA	NA	NA	NA	2919726	425910	85.41	0.6808976	13.91	4.74	180044	172541	95.83	171323	95.16	949	0.53
SL335737	FALSE	2017	Negative	Oslo	Helsfyr	NA	NA	None	NA	NA	NA	NA	NA	1724414	514478	70.17	0.7909279	8.91	3.17	231285	222969	96.4	221992	95.98	584	0.25
SL335738	FALSE	2017	Negative	Denver	Denver International Airport Train Station	NA	NA	None	NA	NA	NA	NA	NA	788954	88596	88.77	NA	35.77	11.01	27733	21217	76.5	20864	75.23	353	1.27
SL335754	FALSE	2017	Negative	Denver	Union Station	NA	NA	None	NA	NA	NA	NA	NA	1849798	107498	94.19	NA	21.49	6.71	41479	35767	86.23	35044	84.49	684	1.65
SL470202	FALSE	2018	Negative	Oslo	Løren	59.9301	10.78959	None	Underground	CLOSED	NA	NA	NA	85356156	64261394	24.71	0.9669209	37.87	7.96	19412380	19377401	99.82	19139181	98.59	222572	1.15
SL470204	FALSE	2018	Negative	Denver	Boulder Junction	40.024601	-105.251166	Station	Underground	CLOSED	NA	NA	NA	104473530	85221570	18.43	0.9533126	47.27	12.86	21641438	21390180	98.84	21148137	97.72	242043	1.12
SL470208	FALSE	2018	Negative	New York	None	NA	NA	None	NA	NA	NA	NA	NA	66317074	44480360	32.93	0.9346	37.81	9.05	13421288	13239152	98.64	13089178	97.53	143290	1.07
SL470276	FALSE	2018	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	73014616	63933258	12.44	0.9749875	34.13	7.42	20550964	20528972	99.89	20394383	99.24	118970	0.58
SL470277	FALSE	2018	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	60087810	40379008	32.8	0.9931876	47.29	12.97	10281568	10151194	98.73	10028361	97.54	122833	1.19
SL470278	FALSE	2018	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	83446804	73938616	11.39	0.9486101	42.08	8.17	20743150	19986580	96.35	19688628	94.92	284247	1.37
SL470279	FALSE	2018	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	67360032	56184826	16.59	0.9157599	56.66	20.65	11729774	11684350	99.61	10187778	86.85	1496572	12.76
SL470294	FALSE	2019	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	171062342	120438872	29.59	0.996919	41.06	9.96	34451755	34122074	99.04	33865072	98.3	221703	0.64
SL470295	FALSE	2019	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	105124268	61444026	41.55	0.9965258	42.92	10.36	16977660	16884524	99.45	16745170	98.63	125135	0.74
SL470297	FALSE	2019	Negative	Oslo	None	NA	NA	None	NA	NA	NA	NA	NA	77386014	14033450	81.87	0.995026	26.2	7.42	5026825	4884954	97.18	4729274	94.08	151369	3.01
SL470298	FALSE	2019	Negative	Hong Kong	None	NA	NA	None	NA	NA	NA	21	39	84956040	44942364	47.1	0.9984825	29.41	8.04	15377237	15308790	99.55	15097139	98.18	193671	1.26
SL470335	FALSE	2019	Negative	Denver	Boulder Junction	40.024131	-105.25162	Station_busstop	Underground	CLOSED	10	23	29.5	105322784	87672806	16.76	0.9963337	28.92	7.26	30415196	30397117	99.94	30204925	99.31	143876	0.47
SL470337	FALSE	2019	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	97123536	75625898	22.13	0.9975682	34.65	10.1	24045040	24020582	99.9	23628233	98.27	359159	1.49
SL470338	FALSE	2019	Negative	None	None	NA	NA	None	NA	NA	NA	NA	NA	104853360	85000102	18.93	0.9945047	27.25	6.8	30162043	30097507	99.79	29910778	99.17	145387	0.48
