ID	EXCLUDE	YEAR	TYPE	CITY	LOCATION	LATITUDE	LONGITUDE	STATIONTYPE	GROUNDLEVEL	CLOSEDOPEN	OCCUPANCY	TEMPERATURE	HUMIDITY	RAWPEREADS	CLEANPEREADS	PERCREADSREMOVEDRAW2CLEAN	COVERAGE	UNCLASSIFIED_FBAV2	UNCLASSIFIED_NCBINR	CLASSIFIEDREADS	CONTAMREADS	CONTAMPERC	CONTAMBACREADS	CONTAMBACPERC	CONTAMFUNGIREADS	CONTAMFUNGIPERC
SL310935	FALSE	2017	Sample	Hong Kong	Kowloon Tong	22.337199	114.175817	Bus_subway_interchange	Aboveground_mixed	NA	6000	NA	NA	10156960	7371860	27.42	0.2727292	74.32	32.39	866828	491271	56.67	267024	30.8	224247	25.87
SL310936	FALSE	2017	Sample	Hong Kong	Tai Wai	22.373025	114.178509	Bus_subway_interchange	Aboveground_mixed	NA	1600	NA	NA	12026214	7237352	39.82	0.3701668	59.25	17.69	1385039	876877	63.31	837634	60.48	39243	2.83
SL310937	FALSE	2017	Sample	Hong Kong	Che Kung Temple	22.374751	114.185998	Station_busstop	Aboveground_mixed	NA	1200	NA	NA	9707184	4900400	49.52	0.2880677	47.48	20.89	1074449	445485	41.46	399660	37.2	45825	4.26
SL310938	FALSE	2017	Sample	Hong Kong	Sha Tin Wai	22.376943	114.194785	Station_busstop	Aboveground_mixed	NA	1500	NA	NA	8183612	586426	92.83	0.2244232	45.75	20.73	134941	60917	45.14	51630	38.26	9287	6.88
SL310939	FALSE	2017	Sample	Hong Kong	Shek Kip Mei	22.331996	114.168759	Station_busstop	Underground	CLOSED	2240	NA	NA	8957024	4830924	46.07	0.3730661	30.71	11.31	1493917	767462	51.37	745294	49.89	22168	1.48
SL310940	FALSE	2017	Sample	Hong Kong	Prince Edward	22.325069	114.168319	Bus_subway_interchange	Underground	CLOSED	5600	NA	NA	8127848	3662514	54.94	0.2940932	35.19	13.9	1034549	530085	51.24	510323	49.33	19762	1.91
SL310941	FALSE	2017	Sample	Hong Kong	Sham Shui Po	22.331291	114.161786	Station_busstop	Underground	CLOSED	4800	NA	NA	11250314	5675706	49.55	0.3230363	35.87	13.77	1598096	775164	48.51	740502	46.34	34662	2.17
SL310942	FALSE	2017	Sample	Hong Kong	Cheung Sha Wan	22.335807	114.156443	Station_busstop	Underground	CLOSED	1600	NA	NA	7846204	2514704	67.95	0.284603	39.19	16.92	663908	338752	51.02	321376	48.41	17376	2.62
SL310943	FALSE	2017	Sample	Hong Kong	Lai King	22.348727	114.126144	Bus_subway_interchange	Underground	CLOSED	4000	NA	NA	9268636	4911224	47.01	0.3293329	53.73	14.61	1065632	679700	63.78	648414	60.85	31286	2.94
SL310944	FALSE	2017	Sample	Hong Kong	Tsing Yi	22.359245	114.107165	Bus_subway_interchange	Underground	CLOSED	4400	NA	NA	7750468	4320396	44.26	0.3230973	49.37	13.7	1030964	674962	65.47	650833	63.13	24129	2.34
SL310945	FALSE	2017	Sample	Hong Kong	Yau Tong	22.298656	114.236905	Station_busstop	Underground	CLOSED	4000	NA	NA	11029618	6250418	43.33	0.3510819	56.91	18.32	1267477	818708	64.59	789902	62.32	28806	2.27
SL310946	FALSE	2017	Sample	Hong Kong	Quarry Bay	22.288431	114.209697	Bus_subway_interchange	Underground	CLOSED	2800	NA	NA	11180896	5401018	51.69	0.3317267	51.66	13.72	1228838	747973	60.87	721222	58.69	26751	2.18
SL310947	FALSE	2017	Sample	Hong Kong	North Point	22.291449	114.200449	Bus_subway_interchange	Underground	CLOSED	4000	NA	NA	13538934	6589692	51.33	0.3590212	48.43	12.77	1606913	976205	60.75	940707	58.54	35498	2.21
SL310948	FALSE	2017	Sample	Hong Kong	Fortress Hill	22.288471	114.193647	Station_busstop	Underground	CLOSED	2400	NA	NA	10559876	5463730	48.26	0.3619388	52.92	15.14	1216828	730473	60.03	698392	57.39	32081	2.64
SL310949	FALSE	2017	Sample	Hong Kong	Ocean Park	22.249142	114.174605	Station_busstop	Aboveground_mixed	NA	2400	NA	NA	11199280	5082972	54.61	0.3400315	48.37	12.2	1242383	790483	63.63	764098	61.5	26385	2.12
SL310950	FALSE	2017	Sample	Hong Kong	Admiralty	22.279733	114.164584	Bus_subway_interchange	Underground	CLOSED	6800	NA	NA	12720796	6516070	48.78	0.3855421	45.56	10.95	1687595	1102999	65.36	1076575	63.79	26424	1.57
SL310951	FALSE	2017	Sample	Hong Kong	Tsim Sha Tsui	22.29787	114.17217	Station_busstop	Underground	CLOSED	5600	NA	NA	11235898	4914220	56.26	0.3698557	45.16	11.46	1279830	858614	67.09	831206	64.95	27408	2.14
SL310952	FALSE	2017	Sample	Hong Kong	East Tsim Sha Tsui	22.295269	114.174305	Station_busstop	Underground	CLOSED	5250	NA	NA	12128558	5832104	51.91	0.3992759	49.76	11.99	1386524	907573	65.46	866920	62.52	40653	2.93
SL310953	FALSE	2017	Sample	Hong Kong	Hung Hom	22.303619	114.181483	Bus_subway_interchange	Aboveground_mixed	NA	7800	NA	NA	11324308	6207198	45.19	0.3041477	60.32	17.69	1139564	742789	65.18	701970	61.6	40819	3.58
SL310954	FALSE	2017	Sample	Hong Kong	Mong Kok East	22.322557	114.172471	Station_busstop	Aboveground_mixed	NA	2400	NA	NA	11795988	7570384	35.82	0.2474361	68.83	21.01	1058894	670063	63.28	639411	60.38	30652	2.89
SL310955	FALSE	2017	Sample	Hong Kong	Kowloon Tong	22.337199	114.175817	Bus_subway_interchange	Aboveground_mixed	NA	4800	NA	NA	10606556	7652398	27.85	0.4004715	67.19	23.44	1171075	754911	64.46	649209	55.44	105702	9.03
SL310956	FALSE	2017	Sample	Hong Kong	Tai Wai	22.373025	114.178509	Bus_subway_interchange	Aboveground_mixed	NA	3600	NA	NA	9409506	3359288	64.3	0.3484991	56.89	16.21	686112	434584	63.34	404316	58.93	30268	4.41
SL310957	FALSE	2017	Sample	Hong Kong	Che Kung Temple	22.374751	114.185998	Station_busstop	Aboveground_mixed	NA	1200	NA	NA	6489722	1501344	76.87	0.3126624	53.39	14.02	333145	218986	65.73	205192	61.59	13794	4.14
SL310958	FALSE	2017	Sample	Hong Kong	Sha Tin Wai	22.376943	114.194785	Station_busstop	Aboveground_mixed	NA	1800	NA	NA	10168800	2522642	75.19	0.401358	50.31	13.32	600135	405384	67.55	368868	61.46	36516	6.08
SL310959	FALSE	2017	Sample	Hong Kong	Shek Kip Mei	22.331996	114.168759	Station_busstop	Underground	CLOSED	2000	NA	NA	9498804	4517928	52.44	0.3487211	51.53	12.99	1036063	661939	63.89	636159	61.4	25780	2.49
SL310960	FALSE	2017	Sample	Hong Kong	Prince Edward	22.325069	114.168319	Bus_subway_interchange	Underground	CLOSED	4000	NA	NA	9206720	4154918	54.87	0.3665924	46.13	11.71	1064086	717247	67.4	694049	65.22	23198	2.18
SL310961	FALSE	2017	Sample	Hong Kong	Sham Shui Po	22.331291	114.161786	Station_busstop	Underground	CLOSED	3200	NA	NA	9038150	2941052	67.46	0.3078666	52.05	14.92	665327	424183	63.76	403451	60.64	20732	3.12
SL310962	FALSE	2017	Sample	Hong Kong	Cheung Sha Wan	22.335807	114.156443	Station_busstop	Underground	CLOSED	1200	NA	NA	7418214	3464270	53.3	0.322406	50.19	13.04	815213	520324	63.83	500398	61.38	19926	2.44
SL310963	FALSE	2017	Sample	Hong Kong	Lai King	22.348727	114.126144	Bus_subway_interchange	Underground	CLOSED	5600	NA	NA	9369986	2008328	78.57	0.2932419	52.87	13.46	445958	296165	66.41	278622	62.48	17543	3.93
SL310964	FALSE	2017	Sample	Hong Kong	Tsing Yi	22.359245	114.107165	Bus_subway_interchange	Underground	CLOSED	3200	NA	NA	10802926	5140938	52.41	0.3211858	53.49	15.09	1123587	730220	64.99	707085	62.93	23135	2.06
SL310965	FALSE	2017	Sample	Hong Kong	Yau Tong	22.298656	114.236905	Station_busstop	Underground	CLOSED	5200	NA	NA	6820004	3660490	46.33	0.3181027	51.8	14.19	836252	533101	63.75	516862	61.81	16239	1.94
SL310966	FALSE	2017	Sample	Hong Kong	Quarry Bay	22.288431	114.209697	Bus_subway_interchange	Underground	CLOSED	2800	NA	NA	9590002	5306678	44.66	0.3432471	50.07	12.28	1252360	774833	61.87	751523	60.01	23310	1.86
SL310967	FALSE	2017	Sample	Hong Kong	North Point	22.291449	114.200449	Bus_subway_interchange	Underground	CLOSED	2000	NA	NA	7823700	5278448	32.53	0.3005575	60.28	15.65	980556	531974	54.25	513197	52.34	18777	1.91
SL310968	FALSE	2017	Sample	Hong Kong	Fortress Hill	22.288471	114.193647	Station_busstop	Underground	CLOSED	2400	NA	NA	6553502	3070754	53.14	0.3038308	51.61	14.8	704508	418416	59.39	402785	57.17	15631	2.22
SL310969	FALSE	2017	Sample	Hong Kong	Ocean Park	22.249142	114.174605	Station_busstop	Aboveground_mixed	NA	2800	NA	NA	8254524	5305840	35.72	0.3689824	56.43	12.85	1095299	641118	58.53	618716	56.49	22402	2.05
SL310970	FALSE	2017	Sample	Hong Kong	Admiralty	22.279733	114.164584	Bus_subway_interchange	Underground	CLOSED	5200	NA	NA	10965446	6550260	40.26	0.4332822	43.72	10.15	1757000	1199887	68.29	1175130	66.88	24757	1.41
SL310971	FALSE	2017	Sample	Hong Kong	Tsim Sha Tsui	22.29787	114.17217	Station_busstop	Underground	CLOSED	5200	NA	NA	11643520	6658784	42.81	0.4251268	45.94	11.28	1710683	1169508	68.36	1133507	66.26	36001	2.1
SL310972	FALSE	2017	Sample	Hong Kong	East Tsim Sha Tsui	22.295269	114.174305	Station_busstop	Underground	CLOSED	2625	NA	NA	8390604	3663022	56.34	0.372695	50.29	12.2	867886	560928	64.63	535315	61.68	25613	2.95
SL310973	FALSE	2017	Sample	Hong Kong	Hung Hom	22.303619	114.181483	Bus_subway_interchange	Aboveground_mixed	NA	7800	NA	NA	9795058	5382456	45.05	0.3617075	49.4	12.74	1287908	818174	63.53	797143	61.89	21031	1.63
SL310974	FALSE	2017	Sample	Hong Kong	Mong Kok East	22.322557	114.172471	Station_busstop	Aboveground_mixed	NA	2400	NA	NA	10562500	6060378	42.62	0.403449	53.81	14.29	1326659	845494	63.73	805139	60.69	40355	3.04
SL310975	FALSE	2017	Sample	Hong Kong	Kowloon Tong	22.337199	114.175817	Bus_subway_interchange	Aboveground_mixed	NA	4800	NA	NA	12078346	8476696	29.82	0.2820508	60.41	15.4	1552380	906781	58.41	886508	57.11	20273	1.31
SL310976	FALSE	2017	Sample	Hong Kong	Tai Wai	22.373025	114.178509	Bus_subway_interchange	Aboveground_mixed	NA	2400	NA	NA	10128510	6793824	32.92	0.392714	51.94	12.31	1551236	1025751	66.12	1001624	64.57	24127	1.56
SL310977	FALSE	2017	Sample	Hong Kong	Che Kung Temple	22.374751	114.185998	Station_busstop	Aboveground_mixed	NA	900	NA	NA	8093834	5197548	35.78	0.3478026	58.6	17.17	1006693	670798	66.63	645706	64.14	25092	2.49
SL310978	FALSE	2017	Sample	Hong Kong	Sha Tin Wai	22.376943	114.194785	Station_busstop	Aboveground_mixed	NA	1200	NA	NA	10075272	7105188	29.48	0.3505473	57.39	14.92	1418313	928984	65.5	901456	63.56	27528	1.94
SL310979	FALSE	2017	Sample	Hong Kong	Shek Kip Mei	22.331996	114.168759	Station_busstop	Underground	CLOSED	2000	NA	NA	10309032	6202162	39.84	0.3770654	48.54	12	1513073	978046	64.64	953975	63.05	24071	1.59
SL310980	FALSE	2017	Sample	Hong Kong	Prince Edward	22.325069	114.168319	Bus_subway_interchange	Underground	CLOSED	6400	NA	NA	9723148	5964282	38.66	0.3753018	48.37	12.65	1457375	943490	64.74	911681	62.56	31809	2.18
SL310981	FALSE	2017	Sample	Hong Kong	Sham Shui Po	22.331291	114.161786	Station_busstop	Underground	CLOSED	2400	NA	NA	11817728	7010564	40.68	0.4089606	46.1	11.48	1792968	1182762	65.97	1152991	64.31	29771	1.66
